101.81.133.jja,2017-06-26,00:00:00,0.0,1423227.0,0001104659-17-041312,-index.htm,200.0,12352.0,1.0,0.0,0.0,9.0,0.0,
101.81.133.jja,2017-06-26,00:00:00,0.0,1318349.0,0000913760-17-000077,-index.htm,200.0,7713.0,1.0,0.0,0.0,9.0,0.0,
101.81.133.jja,2017-06-26,00:00:00,0.0,1504389.0,0001662252-17-000130,-index.htm,200.0,6649.0,1.0,0.0,0.0,9.0,0.0,
104.247.35.caa,2017-06-26,00:00:00,0.0,1113148.0,0001193125-16-455456,.txt,200.0,50057.0,0.0,0.0,0.0,10.0,0.0,
104.247.35.caa,2017-06-26,00:00:00,0.0,1113148.0,0000769993-16-001076,.txt,200.0,22615.0,0.0,0.0,0.0,10.0,0.0,
104.247.35.caa,2017-06-26,00:00:00,0.0,1113148.0,0000215457-16-001570,.txt,200.0,14159.0,0.0,0.0,0.0,10.0,0.0,
107.22.225.dea,2017-06-26,00:00:00,0.0,1617406.0,0001193125-17-160961,d364947dex81.htm,200.0,32915.0,0.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-26,00:00:00,0.0,1171040.0,0001193125-14-194534,-index.htm,200.0,2828.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-26,00:00:00,0.0,1171040.0,0001193125-14-309551,-index.htm,200.0,2803.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-26,00:00:00,0.0,1081915.0,0000930413-07-003410,-index.htm,200.0,2786.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-26,00:00:00,0.0,890493.0,0001193125-13-220715,-index.htm,200.0,3050.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-26,00:00:00,0.0,1081915.0,0000930413-07-001970,-index.htm,200.0,2787.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-26,00:00:00,0.0,890493.0,0001193125-13-222734,-index.htm,200.0,2820.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-26,00:00:00,0.0,1137103.0,0001056404-03-000616,-index.htm,200.0,2693.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-26,00:00:00,0.0,1137103.0,0001056404-01-000255,-index.htm,200.0,2723.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-26,00:00:00,0.0,890493.0,0001193125-13-221721,-index.htm,200.0,2870.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-26,00:00:00,0.0,1081915.0,0000930413-07-004587,-index.htm,200.0,2802.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-26,00:00:00,0.0,1137103.0,0001056404-02-000368,-index.htm,200.0,2705.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-26,00:00:00,0.0,1081915.0,0000930413-07-003483,-index.htm,200.0,2789.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-26,00:00:00,0.0,1171040.0,0001193125-14-339074,-index.htm,200.0,2832.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-26,00:00:00,0.0,1081915.0,0000930413-07-004798,-index.htm,200.0,2798.0,1.0,0.0,0.0,10.0,0.0,
